request_id,prompt,ttft_ms,tpot_ms,total_ms,queue_wait_ms,connect_wait_ms,input_tokens,output_tokens,tokens_per_sec,num_requests_running,num_requests_waiting,kv_cache_usage_perc,error
1,What is PagedAttention in one sentence?,13105.02825,64.9371846470588,16495.013167,0.1455419999999985,159.10437500000003,15,53,3.213092312410641,0.0,0.0,0.0,
s7,I was double charged this month. Why?,279.0179160000008,66.34173527915196,19133.59725,16518.294209,22.047415999999487,14,285,14.895264924634077,0.0,0.0,0.0,
s4-r2,How do I update my billing information?,297.99312499999786,63.876295138888885,9567.431416999994,35680.730417,37.8430829999985,14,146,15.260104163441225,0.0,0.0,0.0,
4,What is continuous batching and why does it improve GPU utilization?,222.18245799999892,65.91463154487171,20864.756916,45259.813334,23.364082999997038,19,314,15.04930065872041,0.0,0.0,0.0,
s8,How do I activate two-factor authentication?,288.5762920000019,63.531021025229315,28056.37691700001,66157.323292,29.55450000000326,14,438,15.611424144170435,0.0,0.0,0.0,
s5-r2,Do you offer refunds for accidental purchases?,267.68070900000396,66.13840579710136,4909.453166999995,94230.573625,15.016333999994913,15,71,14.46189577227106,0.0,0.0,0.0,
5,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,396.12258299999326,65.07565456989248,6518.408249999993,99192.807709,52.41958300000249,23,95,14.574110174826822,0.0,0.0,0.0,
s9,Where can I download my previous invoices?,287.77095800001007,69.86452795726493,16712.137333000002,105724.33691700001,31.307167000008462,15,236,14.121473232151544,0.0,0.0,0.0,
s6-r2,The live chat agent disconnected. Can you reconnect me?,204.8026669999956,64.25148936170201,3289.1302079999887,122459.837667,25.885999999999854,18,49,14.897555554602164,0.0,0.0,0.0,
s10,The confirmation email never arrived.,297.9422500000055,67.69821831818186,16750.21804100001,125756.01862500001,13.153791000007686,11,244,14.566974555361243,0.0,0.0,0.0,
s7-r2,I was double charged this month. Why?,268.6587080000038,63.44064414134267,18285.91262499998,142524.69358399996,15.89420799999175,14,285,15.585768446161998,0.0,0.0,0.0,
s11,Is there a way to export my account data?,257.29458300000374,67.07754166804979,16506.451333,160818.38208399998,10.931249999998727,15,243,14.721516763217902,0.0,0.0,0.0,
s8-r2,How do I activate two-factor authentication?,306.6775000000064,65.28657788761468,28846.01974999998,177346.11304199998,44.20879200000627,14,438,15.184070585682806,0.0,0.0,0.0,
s1,My order hasn't arrived yet. Can you check the status?,231.0930419999977,63.78924479166668,9481.161874999998,206219.458834,34.46312500000204,19,146,15.398956575667581,0.0,0.0,0.0,
s12,I need help cancelling my subscription.,255.69375000000605,66.93741947852764,11249.279459000007,215707.313334,11.04554200000507,14,165,14.66760609880586,0.0,0.0,0.0,
