request_id,prompt,ttft_ms,tpot_ms,total_ms,queue_wait_ms,connect_wait_ms,input_tokens,output_tokens,tokens_per_sec,num_requests_running,num_requests_waiting,kv_cache_usage_perc,error
3,Write a haiku about GPU memory bandwidth.,72049.00195900002,326.27946777272723,79583.971,11.215749999999996,433.143917,15,24,0.30156826429281847,48.0,0.0,0.041299726692985095,
3-r4,Write a haiku about GPU memory bandwidth.,72053.81883399999,326.2784450454545,79595.277542,6.535541999999977,421.18679199999997,15,24,0.3015254263965087,48.0,0.0,0.041299726692985095,
s6-r4,The live chat agent disconnected. Can you reconnect me?,72052.27600000001,333.1881985957446,88060.83579200001,7.845292000000004,430.1982919999999,18,49,0.5564335105305855,48.0,0.0,0.05952019435165501,
s6-r3,The live chat agent disconnected. Can you reconnect me?,72052.491375,333.2160478723403,88062.93316599999,4.6530840000000016,413.238375,18,49,0.5564202580855925,48.0,0.0,0.05952019435165501,
3-r5,Write a haiku about GPU memory bandwidth.,1087.7432080000062,332.440227272727,8749.793249999997,79662.886584,34.93133300000295,15,24,2.7429219541844616,47.0,0.0,0.06286061342241123,
1,What is PagedAttention in one sentence?,72049.09387499999,336.2456429803922,89546.15395899999,8.669334000000001,428.608459,15,53,0.5918735496363899,47.0,0.0,0.06437898572730039,
1-r5,What is PagedAttention in one sentence?,72048.077583,336.2765375882352,89545.08150000001,11.046624999999977,432.973375,15,53,0.5918806383575629,47.0,0.0,0.06437898572730039,
1-r4,What is PagedAttention in one sentence?,72054.40629200001,336.29375735294116,89550.20804200001,6.228874999999995,423.504625,15,53,0.5918467545618926,47.0,0.0,0.06437898572730039,
s5-r3,Do you offer refunds for accidental purchases?,72055.06491599999,337.2582089420291,95667.39333299999,4.505833999999986,420.57483299999996,15,71,0.742154641476041,48.0,0.0,0.07774066201032492,
s5-r4,Do you offer refunds for accidental purchases?,72051.391958,337.26366304347823,95663.55741699999,7.6824999999999815,431.61158299999994,15,71,0.7421844003825732,48.0,0.0,0.07774066201032492,
3-r2,Write a haiku about GPU memory bandwidth.,1132.2195000000052,341.03478966666637,8632.56941600001,88419.343209,3.9843750000017053,15,23,2.6643284162153065,49.0,0.0,0.07804433647130271,
1-r2,What is PagedAttention in one sentence?,1090.1693750000022,340.20242074509815,18776.48816700001,79661.891959,35.72075000001007,15,53,2.8226790616334942,49.0,0.0,0.07986638323716977,
5-r3,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,72055.128834,338.1962898709677,103854.41154199999,3.6885419999999893,406.86591699999997,23,95,0.9147420758489478,48.0,0.0,0.09079866383237167,
5-r4,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,72052.816875,338.19286424731195,103852.666833,6.86783399999999,431.03524999999996,23,95,0.9147574433766298,48.0,0.0,0.09079866383237167,
s4-r3,How do I update my billing information?,72055.672958,342.12907754861124,121687.833958,4.35633399999999,422.02270799999997,14,146,1.199791263031202,48.0,0.0,0.13543880959611299,
s4-r4,How do I update my billing information?,72052.664125,342.12841463888884,121687.800542,7.501833999999985,433.924917,14,146,1.199791592499108,48.0,0.0,0.13543880959611299,
5-r5,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,1050.5802090000032,345.99335438709693,33586.398459,89579.43700000002,22.24074999999459,23,95,2.828525961661819,49.0,0.0,0.14090494989371394,
s12-r4,I need help cancelling my subscription.,72048.282958,350.99337193251546,129822.55112499998,9.676875,435.383292,14,165,1.2709656263119442,47.0,0.0,0.14454904342544794,
s12-r3,I need help cancelling my subscription.,72054.726125,351.08352428834377,129840.17441699999,5.58262499999998,406.475125,14,165,1.2707931173142089,47.0,0.0,0.14546006680838142,
s12,I need help cancelling my subscription.,72050.356917,351.09514084662584,129839.036959,10.53958399999999,434.13216700000004,14,165,1.2708042501278176,47.0,0.0,0.14546006680838142,
5-r2,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,1033.2630000000051,363.8824775913976,35248.760665999995,95680.89937500001,6.410541000008152,23,95,2.6951302174897296,46.0,0.0,0.14303067112055878,
s2-r4,I forgot my password and can't log in. What should I do?,72053.57650000001,352.49919760479025,131346.651,7.187458999999979,429.890708,21,169,1.286671557389004,44.0,0.0,0.13634983297904646,
s2-r3,I forgot my password and can't log in. What should I do?,72055.838584,352.49691965868277,131348.371084,4.053041999999979,406.326125,21,169,1.286654707669888,44.0,0.0,0.13634983297904646,
s1-r3,My order hasn't arrived yet. Can you check the status?,72054.158417,356.8937191091955,134553.94833300004,3.8667089999999957,417.295417,19,176,1.3080255331075639,48.0,0.0,0.13574248405709077,
s1-r4,My order hasn't arrived yet. Can you check the status?,72052.707208,356.8921499080458,134553.537458,7.027083999999989,433.5632079999999,19,176,1.3080295273168663,48.0,0.0,0.13574248405709077,
s1-r5,My order hasn't arrived yet. Can you check the status?,1052.8866660000062,372.4232540555556,55366.90437499999,89580.85429200002,25.824416000006067,19,146,2.6369543619621956,49.0,0.0,0.16003644093531733,
s5-r5,Do you offer refunds for accidental purchases?,1088.438124999996,416.3263212608698,30456.989332999994,121719.49375000001,44.07512500000621,15,71,2.3311562158598473,47.0,0.0,0.17187974491345281,
s6-r2,The live chat agent disconnected. Can you reconnect me?,1609.4925410000087,407.7868741276596,20987.918791,131374.716875,59.51870800001302,18,49,2.3346764625853274,47.0,0.0,0.17187974491345281,
s6-r5,The live chat agent disconnected. Can you reconnect me?,2171.3947089999974,400.591864361702,21675.27370900001,130535.41537500001,352.20258399999693,18,49,2.2606404264068978,47.0,0.0,0.17187974491345281,
s3-r3,The app keeps crashing when I try to open it.,72055.77775,369.95772108189664,158416.366458,4.207124999999978,406.76395800000006,17,234,1.4771201059079906,48.0,0.0,0.17764955967203155,
s3-r4,The app keeps crashing when I try to open it.,72050.491875,369.95448312068964,158387.949584,7.343833999999994,431.57995900000003,17,234,1.47738512061424,48.0,0.0,0.17764955967203155,
s9,Where can I download my previous invoices?,72048.39225,370.13165829914516,159081.11937499998,9.509084000000001,432.90783300000004,15,236,1.4835198603530069,45.0,0.0,0.16398420892802912,
s9-r4,Where can I download my previous invoices?,72049.692709,370.13232709829066,159082.712292,8.488042000000002,430.66125000000005,15,236,1.4835050056653327,45.0,0.0,0.16398420892802912,
s9-r3,Where can I download my previous invoices?,72053.75304099999,370.13030164102554,159086.3975,5.125833999999996,405.085166,15,236,1.4834706405366933,45.0,0.0,0.16398420892802912,
s5-r2,Do you offer refunds for accidental purchases?,2166.8949580000003,411.4914571304348,30953.002916,130539.258375,340.27170799998885,15,71,2.2938000617477794,49.0,0.0,0.1682356513817188,
s2-r5,I forgot my password and can't log in. What should I do?,1031.4479999999976,387.8579610778444,66209.22899999999,95681.557125,6.817959000002816,21,169,2.552514242387568,48.0,0.0,0.16702095353780744,
s11-r3,Is there a way to export my account data?,72053.498333,372.73715802489613,162358.476167,5.430166999999986,418.082375,15,243,1.4966881048455585,44.0,0.0,0.1466747646522928,
s10-r3,The confirmation email never arrived.,71888.9685,371.8846485909092,162359.699459,5.277916999999993,401.09154199999995,11,244,1.502835992016703,44.0,0.0,0.1466747646522928,
s11,Is there a way to export my account data?,72050.36504199999,372.7365959543568,162354.117917,10.174958999999983,434.34445800000003,15,243,1.4967282820890841,44.0,0.0,0.1466747646522928,
s4-r5,How do I update my billing information?,1187.137000000007,394.6283200208336,58489.43345800001,103873.63545900001,15.143958000010116,14,146,2.4961773668886607,44.0,0.0,0.1466747646522928,
s11-r4,Is there a way to export my account data?,72051.52954100001,372.73623132780085,162355.32583299998,9.32208399999998,432.94220799999994,15,243,1.4967171465009517,44.0,0.0,0.1466747646522928,
s10,The confirmation email never arrived.,72050.414708,373.14564049586795,162816.37420800002,9.848333999999987,435.68566599999997,11,244,1.4986207694828462,43.0,0.0,0.1387792286668691,
s10-r4,The confirmation email never arrived.,72051.449667,373.1462102272727,162819.35041699998,8.994624999999978,429.628417,11,244,1.4985933758799959,43.0,0.0,0.1387792286668691,
s13-r3,Why is the search function returning no results?,72051.92487500001,375.86896720080307,166028.102167,5.738541999999986,424.25891699999994,14,251,1.5117922612132895,47.0,0.0,0.1314910416034012,
s1-r2,My order hasn't arrived yet. Can you check the status?,1045.2324580000009,392.72540722093015,68982.759333,97056.108584,2.811124999993808,19,174,2.522369381602308,47.0,0.0,0.1314910416034012,
s13-r4,Why is the search function returning no results?,72049.1585,375.8666579638557,166028.48387499998,10.009875000000001,435.39862500000004,14,251,1.5117887855253418,47.0,0.0,0.1314910416034012,
s15-r3,My payment keeps failing—what can I try?,72053.556083,375.9285439920318,167012.11854199998,6.074458999999976,428.620333,15,253,1.5148601323584545,47.0,0.0,0.11752201639842086,
s15,My payment keeps failing—what can I try?,72049.087583,375.92898522709174,167007.110167,11.407083999999983,430.168208,15,253,1.5149055614878357,47.0,0.0,0.11752201639842086,
s15-r4,My payment keeps failing—what can I try?,72047.58875,375.92902307171323,167006.66425,10.70320899999999,434.54508300000003,15,253,1.514909606369196,47.0,0.0,0.11752201639842086,
2-r5,Explain the difference between TTFT and TPOT.,72046.66595800001,377.52186898046835,169109.08525,11.573166999999994,432.26537500000006,18,258,1.5256424550968943,47.0,0.0,0.10901913149104159,
2,Explain the difference between TTFT and TPOT.,72052.47770799999,377.51847119140626,169112.750291,8.330541999999996,430.448,18,258,1.525609391107694,47.0,0.0,0.10901913149104159,
2-r4,Explain the difference between TTFT and TPOT.,72051.69462499999,377.522049152344,169104.83962500002,6.383166999999995,426.35433300000005,18,258,1.525680758588165,47.0,0.0,0.10901913149104159,
5,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,1610.0249589999862,416.53444086021506,40744.240709,131373.35225,36.43420899999228,23,95,2.33161787646261,46.0,0.0,0.11175220163984212,
s2-r2,I forgot my password and can't log in. What should I do?,1189.1731669999926,399.13586252095837,68241.91129200002,103872.74304200002,14.397375000001489,21,169,2.476483978839142,46.0,0.0,0.11175220163984212,
3-r3,Write a haiku about GPU memory bandwidth.,1074.8469579999949,364.3419127142859,9122.282582999986,169175.608334,78.60712499999067,15,23,2.521298785773433,45.0,0.0,0.12511387792286666,
s7-r4,I was double charged this month. Why?,72050.124333,376.6423323038869,179021.736542,8.00604199999999,429.4228330000001,14,285,1.5919854510691591,42.0,0.0,0.10810810810810811,
s7-r3,I was double charged this month. Why?,72055.1335,376.6491335371025,179029.95770799997,4.805499999999991,405.20816600000006,14,285,1.591912346116053,42.0,0.0,0.10810810810810811,
s7,I was double charged this month. Why?,72050.19295800001,376.65006139575996,179025.57775,8.833624999999984,428.93899999999996,14,285,1.591951293116271,42.0,0.0,0.10810810810810811,
s4-r2,How do I update my billing information?,1133.1385419999974,410.16531915277784,60567.301167,123174.15650000001,12.147959000003539,14,146,2.4105416154739925,41.0,0.0,0.11721834193744307,
s6,The live chat agent disconnected. Can you reconnect me?,1304.6752089999814,366.19174202127715,18882.208916999985,167030.709584,57.220333999993045,18,49,2.595035369822883,40.0,0.0,0.11995141208624349,
1-r3,What is PagedAttention in one sentence?,1330.9793329999877,370.62249347058884,20614.680708000007,166059.383,18.408582999995815,15,53,2.570983307999144,39.0,0.0,0.11995141208624349,
2-r2,Explain the difference between TTFT and TPOT.,1131.1587499999973,383.24985392278,100764.03445800001,88076.699292,10.330249999995544,18,261,2.5902099038004356,38.0,0.0,0.12055876100819918,
4-r4,What is continuous batching and why does it improve GPU utilization?,72052.288208,375.4753446858975,189573.627833,6.69104199999998,426.200583,19,314,1.6563485311185275,36.0,0.0,0.10932280595201949,
4-r3,What is continuous batching and why does it improve GPU utilization?,72058.878084,375.47523290384606,189581.896334,0.6233340000000032,410.134959,19,314,1.6562762904681771,36.0,0.0,0.10932280595201949,
s3-r5,The app keeps crashing when I try to open it.,1001.8159580000088,387.0625005144034,95421.98608300001,98445.826417,9.48783300000855,17,245,2.567542450718789,34.0,0.0,0.11144852717886422,
s5,Do you offer refunds for accidental purchases?,1307.8145000000063,364.7597729565215,26840.236833999996,167029.026375,37.844417000002295,15,71,2.6452821724009685,34.0,0.0,0.11144852717886422,
4-r5,What is continuous batching and why does it improve GPU utilization?,1132.8019169999948,379.2781573173076,119843.558625,88077.351959,9.983457999993561,19,314,2.6200824107913125,33.0,0.0,0.12845429699362287,
4-r2,What is continuous batching and why does it improve GPU utilization?,1051.875625000008,379.3636809551287,119799.428875,89580.46595900001,21.521750000005113,19,314,2.621047553804542,32.0,0.0,0.12541755238384455,
s1,My order hasn't arrived yet. Can you check the status?,2117.344457999991,380.0269186944444,56992.61445799999,152572.25475000002,602.5849170000015,19,146,2.561735435169287,31.0,0.0,0.12207713331308834,
s3-r2,The app keeps crashing when I try to open it.,1090.5344170000008,391.725359608108,88256.98920899999,121718.573,43.978667000004634,17,224,2.5380426185800324,30.0,0.0,0.12025508654722139,
s4,How do I update my billing information?,1692.0522089999963,342.95833767361125,51317.093459,162840.474292,13.08337500000789,14,146,2.8450559094241625,29.0,0.0,0.12906164591557845,
s12-r5,I need help cancelling my subscription.,1610.8287909999888,340.4815680000001,57348.639583,159109.320834,26.238624999990634,14,165,2.8771388685026693,28.0,0.0,0.13027634375948982,
s12-r2,I need help cancelling my subscription.,1787.2656659999961,328.3414294478526,55519.58775,162383.34175,17.474415999998882,14,165,2.971924084576799,27.0,0.0,0.1311873671424233,
s2,I forgot my password and can't log in. What should I do?,1676.4488339999843,327.7333026407187,56614.945584,161900.885,23.17274999998631,21,169,2.9850774959988873,26.0,0.0,0.1278469480716672,
s14-r3,How do I change the language settings?,72054.161917,354.0498971346155,219554.375584,5.913624999999978,429.497,13,418,1.9038563858640845,23.0,0.0,0.10537503795930758,
s14-r4,How do I change the language settings?,72050.241417,354.04931580528796,219550.26370799998,10.34358399999999,436.218125,13,418,1.9038920424888968,23.0,0.0,0.10537503795930758,
s14,How do I change the language settings?,72048.90816699999,354.0501901033653,219548.641,10.873291999999978,433.32087500000006,13,418,1.9039061143630582,23.0,0.0,0.10537503795930758,
s8,How do I activate two-factor authentication?,72050.67479100001,347.2702966376146,223687.20200000002,9.156999999999998,436.49899999999997,14,438,1.9580914602347252,20.0,0.0,0.08897661706650473,
s8-r3,How do I activate two-factor authentication?,72055.745292,347.27066399082577,223694.609667,4.974291999999991,408.95975,14,438,1.9580266178609438,20.0,0.0,0.08897661706650473,
s8-r4,How do I activate two-factor authentication?,72052.229042,347.2707974013761,223690.737542,8.171083999999995,428.746125,14,438,1.9580605116372396,20.0,0.0,0.08897661706650473,
s9-r5,Where can I download my previous invoices?,1431.023291999992,330.674186431624,79012.810583,145266.896334,494.445541999994,15,236,2.986857425506853,19.0,0.0,0.08533252353477072,
s7-r5,I was double charged this month. Why?,1706.1965830000076,332.7711676996467,96093.580667,131002.06341700001,129.03091700002278,14,285,2.965858884867981,18.0,0.0,0.08442150015183725,
s7-r2,I was double charged this month. Why?,1363.6464589999946,326.80882184805665,94064.662459,134607.430334,140.12225000001877,14,285,3.0298306776386195,17.0,0.0,0.08108108108108103,
s10-r5,The confirmation email never arrived.,2118.8319999999976,308.9816744132234,77119.29229200001,152570.21425000002,604.8652499999889,11,244,3.1639294494058965,16.0,0.0,0.07743698754934714,
s9-r2,Where can I download my previous invoices?,1695.8148750000248,299.63804932478627,72008.18516700002,158650.728625,148.2370420000052,15,236,3.277405192932904,15.0,0.0,0.0747039174005466,
s11-r5,Is there a way to export my account data?,1695.282249999991,296.51515819502066,73360.4585,158652.540042,143.23625000000106,15,243,3.312411140396567,14.0,0.0,0.0713634983297905,
s11-r2,Is there a way to export my account data?,1605.333375000015,295.8117690165976,73091.90491700002,159115.334709,20.447208000007322,15,243,3.3245815699555266,13.0,0.0,0.06620103249316733,
s10-r2,The confirmation email never arrived.,1611.298333999997,295.3927131528926,73295.83116699998,159108.794042,20.651624999999285,11,244,3.328975142447886,12.0,0.0,0.06134224111752207,
4,What is continuous batching and why does it improve GPU utilization?,2168.8987080000006,320.1469823717947,102253.71687500001,130538.830375,349.94687500000055,19,314,3.0707930195226947,11.0,0.0,0.05526875189796543,
s3,The app keeps crashing when I try to open it.,1785.8971250000195,286.96682836213995,71734.468875,162386.7315,20.81545900000492,17,245,3.4153734437892287,10.0,0.0,0.05223200728818711,
s15-r5,My payment keeps failing—what can I try?,1786.590000000018,284.3928240358566,73374.02008300001,162385.556375,20.145333000016308,15,253,3.44808693477349,9.0,0.0,0.04798056483449742,
s13-r2,Why is the search function returning no results?,1785.945374999983,284.43849491732266,74365.113167,162385.169459,16.415999999992437,14,256,3.4424744224500374,8.0,0.0,0.04342544791982994,
s13,Why is the search function returning no results?,1330.8116249999955,280.60360190763026,71458.199625,166058.77975000002,18.79299999998807,14,251,3.512543015597981,7.0,0.0,0.038566656544184674,
s15-r2,My payment keeps failing—what can I try?,1331.4018750000116,280.39858117529883,71970.36933300001,166056.63833400002,20.66679200001431,15,253,3.5153355796938213,6.0,0.0,0.034011539629517196,
2-r3,Explain the difference between TTFT and TPOT.,1304.8402499999838,273.49380701879727,74252.399083,167030.384792,76.67608299999529,18,268,3.6093109894055706,5.0,0.0,0.03036744609778319,
s13-r5,Why is the search function returning no results?,1304.168790999995,278.0650039198607,81279.30420800002,161514.87291700003,25.196416,14,289,3.555640674044486,4.0,0.0,0.02490130580018224,
s8-r5,How do I activate two-factor authentication?,1367.135625000003,260.97454956896564,122595.61170799998,134605.001125,138.9113329999816,14,466,3.8011148483024466,3.0,0.0,0.024293956878226552,
s14-r5,How do I change the language settings?,1785.8592500000157,227.92531790865408,96703.61683300001,162384.817375,16.547875000014756,13,418,4.322485690704362,2.0,0.0,0.017005769814758542,
s14-r2,How do I change the language settings?,1693.2376249999948,227.29552333894205,96334.59562499996,162839.880375,13.087749999982634,13,418,4.339043489912403,1.0,0.0,0.00880655936835717,
s8-r2,How do I activate two-factor authentication?,2122.213125000002,228.72475682327584,108321.21399999996,152566.253542,598.9510829999745,14,466,4.302019731795105,0.0,0.0,0.0,
